REF_DATE,GEO,DGUID,Age.at.time.of.death,Sex,Leading.causes.of.death..ICD.10.,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,38,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,38,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,36,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,37,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,38,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Rank of leading causes of death,Number,223,units,0,v41341123,1.1.1.42.1,38,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,26,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,15,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,23,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,20,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,30,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,28,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,24,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,34,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,29,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,24,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,18,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,22,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,23,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,23,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,27,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,24,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,27,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,34,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,32,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,34,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,30,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Pregnancy, childbirth and the puerperium [O00-O99]",Number of deaths,Number,223,units,0,v41341124,1.1.1.42.2,30,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,19,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,19,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,19,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,19,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,19,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,18,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,20,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,19,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Rank of leading causes of death,Number,223,units,0,v41341125,1.1.1.43.1,20,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,936,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,927,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,991,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1024,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1044,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1013,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1122,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1107,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1076,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1130,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1093,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1080,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1125,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1100,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1067,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1031,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1048,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1033,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,1009,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,939,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,964,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Certain conditions originating in the perinatal period [P00-P96],Number of deaths,Number,223,units,0,v41341126,1.1.1.43.2,959,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,20,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,20,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,20,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,20,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,20,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,18,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,18,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,18,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,20,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Rank of leading causes of death,Number,223,units,0,v41341127,1.1.1.44.1,19,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,893,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,890,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,912,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,865,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,917,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,865,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,866,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,893,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,896,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,901,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,903,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,990,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,995,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,1008,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,995,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,1044,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,1010,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,1084,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,1009,,NA,NA,0
