Year,Leading_Cause_Death,Ranking,Number_Death
2018,Atherosclerosis [I70],25,31
2019,Atherosclerosis [I70],29,17
2020,Atherosclerosis [I70],27,25
2021,Atherosclerosis [I70],31,18
2022,Atherosclerosis [I70],26,34
2018,Aortic aneurysm and dissection [I71],14,215
2019,Aortic aneurysm and dissection [I71],15,204
2020,Aortic aneurysm and dissection [I71],15,225
2021,Aortic aneurysm and dissection [I71],17,202
2022,Aortic aneurysm and dissection [I71],17,220
2018,Influenza and pneumonia [J09-J18],8,921
2019,Influenza and pneumonia [J09-J18],8,784
2020,Influenza and pneumonia [J09-J18],9,675
2021,Influenza and pneumonia [J09-J18],11,515
2022,Influenza and pneumonia [J09-J18],10,690
2018,Acute bronchitis and bronchiolitis [J20-J21],38,2
2019,Acute bronchitis and bronchiolitis [J20-J21],37,2
2020,Acute bronchitis and bronchiolitis [J20-J21],40,2
2021,Acute bronchitis and bronchiolitis [J20-J21],41,0
2022,Acute bronchitis and bronchiolitis [J20-J21],39,2
2018,Chronic lower respiratory diseases [J40-J47],5,1759
2019,Chronic lower respiratory diseases [J40-J47],5,1788
2020,Chronic lower respiratory diseases [J40-J47],4,1627
2021,Chronic lower respiratory diseases [J40-J47],6,1496
2022,Chronic lower respiratory diseases [J40-J47],6,1729
2018,"Pneumoconioses and chemical effects [J60-J66, J68]",29,18
2019,"Pneumoconioses and chemical effects [J60-J66, J68]",27,23
2020,"Pneumoconioses and chemical effects [J60-J66, J68]",30,19
2021,"Pneumoconioses and chemical effects [J60-J66, J68]",33,15
2022,"Pneumoconioses and chemical effects [J60-J66, J68]",35,9
2018,Pneumonitis due to solids and liquids [J69],16,187
2019,Pneumonitis due to solids and liquids [J69],16,171
2020,Pneumonitis due to solids and liquids [J69],17,193
2021,Pneumonitis due to solids and liquids [J69],15,245
2022,Pneumonitis due to solids and liquids [J69],15,249
2018,Peptic ulcer [K25-K28],22,57
2019,Peptic ulcer [K25-K28],20,72
2020,Peptic ulcer [K25-K28],22,76
2021,Peptic ulcer [K25-K28],20,99
2022,Peptic ulcer [K25-K28],21,90
2018,Diseases of appendix [K35-K38],35,7
2019,Diseases of appendix [K35-K38],35,5
2020,Diseases of appendix [K35-K38],36,4
2021,Diseases of appendix [K35-K38],35,8
2022,Diseases of appendix [K35-K38],35,9
2018,Hernia [K40-K46],23,42
2019,Hernia [K40-K46],24,39
2020,Hernia [K40-K46],25,42
2021,Hernia [K40-K46],25,53
2022,Hernia [K40-K46],24,46
2018,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,525
2019,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,556
2020,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,643
2021,"Chronic liver disease and cirrhosis [K70, K73-K74]",9,742
2022,"Chronic liver disease and cirrhosis [K70, K73-K74]",9,701
2018,Cholelithiasis and other disorders of gallbladder [K80-K82],24,40
2019,Cholelithiasis and other disorders of gallbladder [K80-K82],22,65
2020,Cholelithiasis and other disorders of gallbladder [K80-K82],23,61
2021,Cholelithiasis and other disorders of gallbladder [K80-K82],22,76
2022,Cholelithiasis and other disorders of gallbladder [K80-K82],22,81
2018,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",12,327
2019,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",13,335
2020,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",13,381
2021,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",13,395
2022,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",13,411
2018,"Infections of kidney [N10-N12, N13.6, N15.1]",34,8
2019,"Infections of kidney [N10-N12, N13.6, N15.1]",30,14
2020,"Infections of kidney [N10-N12, N13.6, N15.1]",31,17
2021,"Infections of kidney [N10-N12, N13.6, N15.1]",34,12
2022,"Infections of kidney [N10-N12, N13.6, N15.1]",30,21
2018,Hyperplasia of prostate [N40],29,18
2019,Hyperplasia of prostate [N40],28,20
2020,Hyperplasia of prostate [N40],29,23
2021,Hyperplasia of prostate [N40],28,27
2022,Hyperplasia of prostate [N40],29,29
2018,Inflammatory diseases of female pelvic organs [N70-N76],39,1
2019,Inflammatory diseases of female pelvic organs [N70-N76],39,1
2020,Inflammatory diseases of female pelvic organs [N70-N76],37,3
2021,Inflammatory diseases of female pelvic organs [N70-N76],37,5
2022,Inflammatory diseases of female pelvic organs [N70-N76],37,4
2018,"Pregnancy, childbirth and the puerperium [O00-O99]",36,3
2019,"Pregnancy, childbirth and the puerperium [O00-O99]",35,5
2020,"Pregnancy, childbirth and the puerperium [O00-O99]",42,0
2021,"Pregnancy, childbirth and the puerperium [O00-O99]",38,1
2022,"Pregnancy, childbirth and the puerperium [O00-O99]",37,4
2018,Certain conditions originating in the perinatal period [P00-P96],18,113
2019,Certain conditions originating in the perinatal period [P00-P96],18,98
2020,Certain conditions originating in the perinatal period [P00-P96],20,98
2021,Certain conditions originating in the perinatal period [P00-P96],21,82
2022,Certain conditions originating in the perinatal period [P00-P96],20,100
2018,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",19,112
2019,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",18,98
2020,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",19,110
2021,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",19,120
2022,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",19,142
2018,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2019,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2020,"COVID-19 [U07.1, U07.2, U10.9]",7,914
2021,"COVID-19 [U07.1, U07.2, U10.9]",5,1685
2022,"COVID-19 [U07.1, U07.2, U10.9]",5,2228
2018,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,2484
2019,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",4,1804
2020,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",8,883
2021,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,2516
2022,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,2415
2018,"Intentional self-harm (suicide) [X60-X84, Y87.0]",9,531
2019,"Intentional self-harm (suicide) [X60-X84, Y87.0]",9,570
2020,"Intentional self-harm (suicide) [X60-X84, Y87.0]",14,365
2021,"Intentional self-harm (suicide) [X60-X84, Y87.0]",14,289
2022,"Intentional self-harm (suicide) [X60-X84, Y87.0]",16,227
2018,"Assault (homicide) [X85-Y09, Y87.1]",26,24
2019,"Assault (homicide) [X85-Y09, Y87.1]",31,13
2020,"Assault (homicide) [X85-Y09, Y87.1]",28,24
2021,"Assault (homicide) [X85-Y09, Y87.1]",27,34
2022,"Assault (homicide) [X85-Y09, Y87.1]",34,11
2018,"Legal intervention [Y35, Y89.0]",39,1
2019,"Legal intervention [Y35, Y89.0]",39,1
2020,"Legal intervention [Y35, Y89.0]",42,0
2021,"Legal intervention [Y35, Y89.0]",41,0
2022,"Legal intervention [Y35, Y89.0]",43,0
2018,"Operations of war and their sequelae [Y36, Y89.1]",42,0
2019,"Operations of war and their sequelae [Y36, Y89.1]",43,0
2020,"Operations of war and their sequelae [Y36, Y89.1]",42,0
2021,"Operations of war and their sequelae [Y36, Y89.1]",38,1
2022,"Operations of war and their sequelae [Y36, Y89.1]",43,0
2018,"Complications of medical and surgical care [Y40-Y84, Y88]",33,15
2019,"Complications of medical and surgical care [Y40-Y84, Y88]",26,25
2020,"Complications of medical and surgical care [Y40-Y84, Y88]",32,11
2021,"Complications of medical and surgical care [Y40-Y84, Y88]",29,19
2022,"Complications of medical and surgical care [Y40-Y84, Y88]",27,31
2018,Other causes of death,NA,7756
2019,Other causes of death,NA,8389
2020,Other causes of death,NA,10910
2021,Other causes of death,NA,11339
2022,Other causes of death,NA,11208
2018,"Total, all causes of death [A00-Y89]",NA,NA
2019,"Total, all causes of death [A00-Y89]",NA,NA
2020,"Total, all causes of death [A00-Y89]",NA,NA
2021,"Total, all causes of death [A00-Y89]",NA,NA
2022,"Total, all causes of death [A00-Y89]",NA,NA
2018,Salmonella infections [A01-A02],NA,NA
2019,Salmonella infections [A01-A02],NA,NA
2020,Salmonella infections [A01-A02],NA,NA
2021,Salmonella infections [A01-A02],NA,NA
2022,Salmonella infections [A01-A02],NA,NA
2018,"Shigellosis and amoebiasis [A03, A06]",NA,NA
2019,"Shigellosis and amoebiasis [A03, A06]",NA,NA
2020,"Shigellosis and amoebiasis [A03, A06]",NA,NA
2021,"Shigellosis and amoebiasis [A03, A06]",NA,NA
2022,"Shigellosis and amoebiasis [A03, A06]",NA,NA
2018,Tuberculosis [A16-A19],NA,NA
2019,Tuberculosis [A16-A19],NA,NA
2020,Tuberculosis [A16-A19],NA,NA
2021,Tuberculosis [A16-A19],NA,NA
2022,Tuberculosis [A16-A19],NA,NA
2018,Whooping cough [A37],NA,NA
2019,Whooping cough [A37],NA,NA
2020,Whooping cough [A37],NA,NA
2021,Whooping cough [A37],NA,NA
2022,Whooping cough [A37],NA,NA
2018,"Scarlet fever and erysipelas [A38, A46]",NA,NA
2019,"Scarlet fever and erysipelas [A38, A46]",NA,NA
2020,"Scarlet fever and erysipelas [A38, A46]",NA,NA
2021,"Scarlet fever and erysipelas [A38, A46]",NA,NA
2022,"Scarlet fever and erysipelas [A38, A46]",NA,NA
2018,Meningococcal infection [A39],NA,NA
2019,Meningococcal infection [A39],NA,NA
2020,Meningococcal infection [A39],NA,NA
2021,Meningococcal infection [A39],NA,NA
2022,Meningococcal infection [A39],NA,NA
2018,Sepsis [A40-A41],NA,NA
2019,Sepsis [A40-A41],NA,NA
2020,Sepsis [A40-A41],NA,NA
2021,Sepsis [A40-A41],NA,NA
2022,Sepsis [A40-A41],NA,NA
2018,Syphilis [A50-A53],NA,NA
2019,Syphilis [A50-A53],NA,NA
2020,Syphilis [A50-A53],NA,NA
2021,Syphilis [A50-A53],NA,NA
2022,Syphilis [A50-A53],NA,NA
2018,Acute poliomyelitis [A80],NA,NA
2019,Acute poliomyelitis [A80],NA,NA
2020,Acute poliomyelitis [A80],NA,NA
2021,Acute poliomyelitis [A80],NA,NA
2022,Acute poliomyelitis [A80],NA,NA
2018,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",NA,NA
2019,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",NA,NA
2020,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",NA,NA
2021,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",NA,NA
2022,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",NA,NA
2018,Measles [B05],NA,NA
2019,Measles [B05],NA,NA
2020,Measles [B05],NA,NA
2021,Measles [B05],NA,NA
2022,Measles [B05],NA,NA
2018,Viral hepatitis [B15-B19],NA,NA
2019,Viral hepatitis [B15-B19],NA,NA
2020,Viral hepatitis [B15-B19],NA,NA
2021,Viral hepatitis [B15-B19],NA,NA
2022,Viral hepatitis [B15-B19],NA,NA
2018,Human immunodeficiency virus [HIV] disease [B20-B24],NA,NA
2019,Human immunodeficiency virus [HIV] disease [B20-B24],NA,NA
2020,Human immunodeficiency virus [HIV] disease [B20-B24],NA,NA
2021,Human immunodeficiency virus [HIV] disease [B20-B24],NA,NA
2022,Human immunodeficiency virus [HIV] disease [B20-B24],NA,NA
2018,Malaria [B50-B54],NA,NA
2019,Malaria [B50-B54],NA,NA
2020,Malaria [B50-B54],NA,NA
2021,Malaria [B50-B54],NA,NA
2022,Malaria [B50-B54],NA,NA
2018,Malignant neoplasms [C00-C97],NA,NA
2019,Malignant neoplasms [C00-C97],NA,NA
2020,Malignant neoplasms [C00-C97],NA,NA
2021,Malignant neoplasms [C00-C97],NA,NA
2022,Malignant neoplasms [C00-C97],NA,NA
2018,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",NA,NA
2019,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",NA,NA
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",NA,NA
2021,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",NA,NA
2022,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",NA,NA
2018,Anaemias [D50-D64],NA,NA
2019,Anaemias [D50-D64],NA,NA
2020,Anaemias [D50-D64],NA,NA
2021,Anaemias [D50-D64],NA,NA
2022,Anaemias [D50-D64],NA,NA
2018,Diabetes mellitus [E10-E14],NA,NA
2019,Diabetes mellitus [E10-E14],NA,NA
2020,Diabetes mellitus [E10-E14],NA,NA
2021,Diabetes mellitus [E10-E14],NA,NA
2022,Diabetes mellitus [E10-E14],NA,NA
2018,Nutritional deficiencies [E40-E64],NA,NA
2019,Nutritional deficiencies [E40-E64],NA,NA
2020,Nutritional deficiencies [E40-E64],NA,NA
2021,Nutritional deficiencies [E40-E64],NA,NA
2022,Nutritional deficiencies [E40-E64],NA,NA
2018,"Meningitis [G00, G03]",NA,NA
2019,"Meningitis [G00, G03]",NA,NA
2020,"Meningitis [G00, G03]",NA,NA
2021,"Meningitis [G00, G03]",NA,NA
2022,"Meningitis [G00, G03]",NA,NA
2018,Parkinson's disease [G20-G21],NA,NA
2019,Parkinson's disease [G20-G21],NA,NA
2020,Parkinson's disease [G20-G21],NA,NA
2021,Parkinson's disease [G20-G21],NA,NA
2022,Parkinson's disease [G20-G21],NA,NA
2018,Alzheimer's disease [G30],NA,NA
2019,Alzheimer's disease [G30],NA,NA
2020,Alzheimer's disease [G30],NA,NA
2021,Alzheimer's disease [G30],NA,NA
2022,Alzheimer's disease [G30],NA,NA
2018,"Diseases of heart [I00-I09, I11, I13, I20-I51]",NA,NA
2019,"Diseases of heart [I00-I09, I11, I13, I20-I51]",NA,NA
2020,"Diseases of heart [I00-I09, I11, I13, I20-I51]",NA,NA
2021,"Diseases of heart [I00-I09, I11, I13, I20-I51]",NA,NA
2022,"Diseases of heart [I00-I09, I11, I13, I20-I51]",NA,NA
2018,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",NA,NA
2019,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",NA,NA
2020,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",NA,NA
2021,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",NA,NA
2022,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",NA,NA
2018,Cerebrovascular diseases [I60-I69],NA,NA
2019,Cerebrovascular diseases [I60-I69],NA,NA
2020,Cerebrovascular diseases [I60-I69],NA,NA
2021,Cerebrovascular diseases [I60-I69],NA,NA
2022,Cerebrovascular diseases [I60-I69],NA,NA
2018,Atherosclerosis [I70],NA,NA
2019,Atherosclerosis [I70],NA,NA
2020,Atherosclerosis [I70],NA,NA
2021,Atherosclerosis [I70],NA,NA
2022,Atherosclerosis [I70],NA,NA
2018,Aortic aneurysm and dissection [I71],NA,NA
2019,Aortic aneurysm and dissection [I71],NA,NA
2020,Aortic aneurysm and dissection [I71],NA,NA
2021,Aortic aneurysm and dissection [I71],NA,NA
2022,Aortic aneurysm and dissection [I71],NA,NA
2018,Influenza and pneumonia [J09-J18],NA,NA
2019,Influenza and pneumonia [J09-J18],NA,NA
2020,Influenza and pneumonia [J09-J18],NA,NA
2021,Influenza and pneumonia [J09-J18],NA,NA
2022,Influenza and pneumonia [J09-J18],NA,NA
2018,Acute bronchitis and bronchiolitis [J20-J21],NA,NA
2019,Acute bronchitis and bronchiolitis [J20-J21],NA,NA
2020,Acute bronchitis and bronchiolitis [J20-J21],NA,NA
2021,Acute bronchitis and bronchiolitis [J20-J21],NA,NA
2022,Acute bronchitis and bronchiolitis [J20-J21],NA,NA
2018,Chronic lower respiratory diseases [J40-J47],NA,NA
2019,Chronic lower respiratory diseases [J40-J47],NA,NA
2020,Chronic lower respiratory diseases [J40-J47],NA,NA
2021,Chronic lower respiratory diseases [J40-J47],NA,NA
2022,Chronic lower respiratory diseases [J40-J47],NA,NA
2018,"Pneumoconioses and chemical effects [J60-J66, J68]",NA,NA
2019,"Pneumoconioses and chemical effects [J60-J66, J68]",NA,NA
2020,"Pneumoconioses and chemical effects [J60-J66, J68]",NA,NA
2021,"Pneumoconioses and chemical effects [J60-J66, J68]",NA,NA
2022,"Pneumoconioses and chemical effects [J60-J66, J68]",NA,NA
2018,Pneumonitis due to solids and liquids [J69],NA,NA
2019,Pneumonitis due to solids and liquids [J69],NA,NA
2020,Pneumonitis due to solids and liquids [J69],NA,NA
2021,Pneumonitis due to solids and liquids [J69],NA,NA
2022,Pneumonitis due to solids and liquids [J69],NA,NA
2018,Peptic ulcer [K25-K28],NA,NA
2019,Peptic ulcer [K25-K28],NA,NA
2020,Peptic ulcer [K25-K28],NA,NA
2021,Peptic ulcer [K25-K28],NA,NA
2022,Peptic ulcer [K25-K28],NA,NA
2018,Diseases of appendix [K35-K38],NA,NA
2019,Diseases of appendix [K35-K38],NA,NA
2020,Diseases of appendix [K35-K38],NA,NA
2021,Diseases of appendix [K35-K38],NA,NA
2022,Diseases of appendix [K35-K38],NA,NA
2018,Hernia [K40-K46],NA,NA
2019,Hernia [K40-K46],NA,NA
2020,Hernia [K40-K46],NA,NA
2021,Hernia [K40-K46],NA,NA
2022,Hernia [K40-K46],NA,NA
2018,"Chronic liver disease and cirrhosis [K70, K73-K74]",NA,NA
2019,"Chronic liver disease and cirrhosis [K70, K73-K74]",NA,NA
2020,"Chronic liver disease and cirrhosis [K70, K73-K74]",NA,NA
2021,"Chronic liver disease and cirrhosis [K70, K73-K74]",NA,NA
2022,"Chronic liver disease and cirrhosis [K70, K73-K74]",NA,NA
2018,Cholelithiasis and other disorders of gallbladder [K80-K82],NA,NA
2019,Cholelithiasis and other disorders of gallbladder [K80-K82],NA,NA
2020,Cholelithiasis and other disorders of gallbladder [K80-K82],NA,NA
2021,Cholelithiasis and other disorders of gallbladder [K80-K82],NA,NA
2022,Cholelithiasis and other disorders of gallbladder [K80-K82],NA,NA
2018,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",NA,NA
2019,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",NA,NA
2020,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",NA,NA
2021,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",NA,NA
2022,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",NA,NA
2018,"Infections of kidney [N10-N12, N13.6, N15.1]",NA,NA
2019,"Infections of kidney [N10-N12, N13.6, N15.1]",NA,NA
2020,"Infections of kidney [N10-N12, N13.6, N15.1]",NA,NA
2021,"Infections of kidney [N10-N12, N13.6, N15.1]",NA,NA
2022,"Infections of kidney [N10-N12, N13.6, N15.1]",NA,NA
2018,Hyperplasia of prostate [N40],NA,NA
2019,Hyperplasia of prostate [N40],NA,NA
2020,Hyperplasia of prostate [N40],NA,NA
2021,Hyperplasia of prostate [N40],NA,NA
2022,Hyperplasia of prostate [N40],NA,NA
2018,Inflammatory diseases of female pelvic organs [N70-N76],NA,NA
2019,Inflammatory diseases of female pelvic organs [N70-N76],NA,NA
2020,Inflammatory diseases of female pelvic organs [N70-N76],NA,NA
2021,Inflammatory diseases of female pelvic organs [N70-N76],NA,NA
2022,Inflammatory diseases of female pelvic organs [N70-N76],NA,NA
2018,"Pregnancy, childbirth and the puerperium [O00-O99]",NA,NA
2019,"Pregnancy, childbirth and the puerperium [O00-O99]",NA,NA
2020,"Pregnancy, childbirth and the puerperium [O00-O99]",NA,NA
2021,"Pregnancy, childbirth and the puerperium [O00-O99]",NA,NA
2022,"Pregnancy, childbirth and the puerperium [O00-O99]",NA,NA
2018,Certain conditions originating in the perinatal period [P00-P96],NA,NA
2019,Certain conditions originating in the perinatal period [P00-P96],NA,NA
2020,Certain conditions originating in the perinatal period [P00-P96],NA,NA
2021,Certain conditions originating in the perinatal period [P00-P96],NA,NA
2022,Certain conditions originating in the perinatal period [P00-P96],NA,NA
2018,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",NA,NA
2019,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",NA,NA
2020,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",NA,NA
2021,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",NA,NA
2022,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",NA,NA
2018,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2019,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2020,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2021,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2022,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2018,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",NA,NA
2019,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",NA,NA
2020,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",NA,NA
2021,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",NA,NA
2022,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",NA,NA
2018,"Intentional self-harm (suicide) [X60-X84, Y87.0]",NA,NA
2019,"Intentional self-harm (suicide) [X60-X84, Y87.0]",NA,NA
2020,"Intentional self-harm (suicide) [X60-X84, Y87.0]",NA,NA
2021,"Intentional self-harm (suicide) [X60-X84, Y87.0]",NA,NA
2022,"Intentional self-harm (suicide) [X60-X84, Y87.0]",NA,NA
2018,"Assault (homicide) [X85-Y09, Y87.1]",NA,NA
2019,"Assault (homicide) [X85-Y09, Y87.1]",NA,NA
2020,"Assault (homicide) [X85-Y09, Y87.1]",NA,NA
2021,"Assault (homicide) [X85-Y09, Y87.1]",NA,NA
2022,"Assault (homicide) [X85-Y09, Y87.1]",NA,NA
2018,"Legal intervention [Y35, Y89.0]",NA,NA
2019,"Legal intervention [Y35, Y89.0]",NA,NA
2020,"Legal intervention [Y35, Y89.0]",NA,NA
2021,"Legal intervention [Y35, Y89.0]",NA,NA
2022,"Legal intervention [Y35, Y89.0]",NA,NA
2018,"Operations of war and their sequelae [Y36, Y89.1]",NA,NA
2019,"Operations of war and their sequelae [Y36, Y89.1]",NA,NA
2020,"Operations of war and their sequelae [Y36, Y89.1]",NA,NA
2021,"Operations of war and their sequelae [Y36, Y89.1]",NA,NA
2022,"Operations of war and their sequelae [Y36, Y89.1]",NA,NA
2018,"Complications of medical and surgical care [Y40-Y84, Y88]",NA,NA
2019,"Complications of medical and surgical care [Y40-Y84, Y88]",NA,NA
2020,"Complications of medical and surgical care [Y40-Y84, Y88]",NA,NA
2021,"Complications of medical and surgical care [Y40-Y84, Y88]",NA,NA
2022,"Complications of medical and surgical care [Y40-Y84, Y88]",NA,NA
2018,Other causes of death,NA,NA
2019,Other causes of death,NA,NA
2020,Other causes of death,NA,NA
2021,Other causes of death,NA,NA
2022,Other causes of death,NA,NA
2018,"Total, all causes of death [A00-Y89]",NA,239
2019,"Total, all causes of death [A00-Y89]",NA,226
2020,"Total, all causes of death [A00-Y89]",NA,282
2021,"Total, all causes of death [A00-Y89]",NA,303
2022,"Total, all causes of death [A00-Y89]",NA,312
2018,Salmonella infections [A01-A02],21,0
2019,Salmonella infections [A01-A02],23,0
2020,Salmonella infections [A01-A02],23,0
2021,Salmonella infections [A01-A02],24,0
2022,Salmonella infections [A01-A02],18,0
2018,"Shigellosis and amoebiasis [A03, A06]",21,0
2019,"Shigellosis and amoebiasis [A03, A06]",23,0
2020,"Shigellosis and amoebiasis [A03, A06]",23,0
2021,"Shigellosis and amoebiasis [A03, A06]",24,0
2022,"Shigellosis and amoebiasis [A03, A06]",18,0
2018,Tuberculosis [A16-A19],21,0
2019,Tuberculosis [A16-A19],23,0
2020,Tuberculosis [A16-A19],13,2
2021,Tuberculosis [A16-A19],24,0
2022,Tuberculosis [A16-A19],18,0
2018,Whooping cough [A37],21,0
2019,Whooping cough [A37],23,0
2020,Whooping cough [A37],23,0
2021,Whooping cough [A37],24,0
2022,Whooping cough [A37],18,0
2018,"Scarlet fever and erysipelas [A38, A46]",21,0
2019,"Scarlet fever and erysipelas [A38, A46]",23,0
2020,"Scarlet fever and erysipelas [A38, A46]",23,0
2021,"Scarlet fever and erysipelas [A38, A46]",24,0
2022,"Scarlet fever and erysipelas [A38, A46]",18,0
2018,Meningococcal infection [A39],21,0
2019,Meningococcal infection [A39],23,0
2020,Meningococcal infection [A39],23,0
2021,Meningococcal infection [A39],24,0
2022,Meningococcal infection [A39],18,0
2018,Sepsis [A40-A41],14,2
2019,Sepsis [A40-A41],13,1
2020,Sepsis [A40-A41],18,1
2021,Sepsis [A40-A41],11,3
2022,Sepsis [A40-A41],13,1
2018,Syphilis [A50-A53],21,0
2019,Syphilis [A50-A53],23,0
2020,Syphilis [A50-A53],23,0
2021,Syphilis [A50-A53],24,0
2022,Syphilis [A50-A53],18,0
2018,Acute poliomyelitis [A80],21,0
2019,Acute poliomyelitis [A80],23,0
2020,Acute poliomyelitis [A80],23,0
2021,Acute poliomyelitis [A80],24,0
2022,Acute poliomyelitis [A80],18,0
2018,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",21,0
2019,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",23,0
2020,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",23,0
2021,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",24,0
2022,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",18,0
2018,Measles [B05],21,0
2019,Measles [B05],23,0
2020,Measles [B05],23,0
2021,Measles [B05],24,0
2022,Measles [B05],18,0
2018,Viral hepatitis [B15-B19],15,1
2019,Viral hepatitis [B15-B19],10,2
2020,Viral hepatitis [B15-B19],18,1
2021,Viral hepatitis [B15-B19],24,0
2022,Viral hepatitis [B15-B19],18,0
2018,Human immunodeficiency virus [HIV] disease [B20-B24],21,0
2019,Human immunodeficiency virus [HIV] disease [B20-B24],23,0
2020,Human immunodeficiency virus [HIV] disease [B20-B24],23,0
2021,Human immunodeficiency virus [HIV] disease [B20-B24],24,0
2022,Human immunodeficiency virus [HIV] disease [B20-B24],18,0
2018,Malaria [B50-B54],21,0
2019,Malaria [B50-B54],23,0
2020,Malaria [B50-B54],23,0
2021,Malaria [B50-B54],24,0
2022,Malaria [B50-B54],18,0
2018,Malignant neoplasms [C00-C97],1,61
2019,Malignant neoplasms [C00-C97],1,58
2020,Malignant neoplasms [C00-C97],1,72
2021,Malignant neoplasms [C00-C97],1,65
2022,Malignant neoplasms [C00-C97],1,77
2018,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",15,1
2019,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",23,0
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",18,1
2021,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",16,1
2022,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",18,0
2018,Anaemias [D50-D64],21,0
2019,Anaemias [D50-D64],13,1
2020,Anaemias [D50-D64],13,2
2021,Anaemias [D50-D64],16,1
2022,Anaemias [D50-D64],18,0
2018,Diabetes mellitus [E10-E14],5,7
2019,Diabetes mellitus [E10-E14],9,3
2020,Diabetes mellitus [E10-E14],5,10
2021,Diabetes mellitus [E10-E14],11,3
2022,Diabetes mellitus [E10-E14],9,5
2018,Nutritional deficiencies [E40-E64],21,0
2019,Nutritional deficiencies [E40-E64],13,1
